"","transect_unique_code","Seagrass.WetMass.g","Macroalgae.WetMass.g","macrophyte_wet_mass_g","Acteocina.inculta","Acteocina.sp.","Alciopidae","Alia.carinata","Allorchestes.angusta","Alvania.compacta","Americhelidium.shoemakeri","Americhelidium.sp.","Americorophium.brevis","Americorophium.spinicorne","Ampelisca.abdita","Amphilochidae","Amphipholis.pugetana","Amphipholis.sp.","Amphipholis.squamata","amphipod.A","amphipod.C","Ampithoe.lacertosa","Ampithoe.plumulosa","Ampithoe.sectimana","Ampithoe.sp.","Ampithoe.valida","Angustassiminea.californica","Anisogammarus.pugettensis","Anobothrus.sp.","Anoplodactylus.viridintestinalis","Aoridae","Aoroides.columbiae","Aoroides.sp.","Aphelochaeta.monilaris","Apolochus.barnardi","Arcuatula.senhousia","Armandia.brevis","Asteroidea","Astyris.gausapata","Astyris.sp.","Axiothella.rubrocincta","BB_bivalves","Bemlos.macromanus","Bemlos.sp.","Bivalve","bivalve.P","Boccardiella.sp.","Brachyura","brown.shiny.worms","Caecum.californicum","Calliopius.carinatus","Calliopius.sp.","Cancer.branneri","Cancer.sp.","Capitella.sp.","Caprella.californica","Caprella.laeviuscula","Caprella.mutica","Caprella.penantis","Caprella.sp.","Carcinus.maenas","Cardiidae","caridea","Caridea","Cephalophoxoides.homilis","Cerithiidae","Chione.undatella","Cirratulidae","Cirriformia.moorei","Cladonema.californicum","Cladonema.sp.","Corophiidae","crab","Crangon.franciscorum","Crangon.nigricauda","Crepidula.sp.","Crucibulum.sp.","Dasybranchus.glabrus","Decapoda","Dorvilleidae","Drilonereis.sp.","Elasmopus.sp.","Emprosthopharynx.gracilis","Eobrolgus.chumashi","Epiactis.prolifera","Erichsonella.crenulata","Ericthonius.brasiliensis","Ericthonius.sp.","Eulalia.sp.","Eumida.sanguinea","Eupolymnia.heterobranchia","Exogone.lourei","Exogone.sp.","Flabelligeridae","Gammaropsis.sp.","Gammarus.sp.","gastropod.A","gastropod.C.","gastropod.D","gastropod.E","gastropod.H","gastropod.I","gastropod.J","gastropod.K","Nassarius.tiarula","gastropod.O","gastropod.Q","gastropod.R","gastropod.S","gastropod.T","gastropod.U","Glyceridae","Gnorimosphaeroma.oregonense","Gnorimosphaeroma.sp.","Grandidierella.japonica","Granulina.margaritula","Haloa.japonica","Halobisium.occidentale","Haminoea.sp.","Haminoea.vesicula","Harmothoe.imbricata","Harmothoe.praeclara","Hemigrapsus.oregonensis","Hemipodia.sp.","Heptacarpus.paludicola","Heptacarpus.sitchensis","Heptacarpus.sp.","Heptacarpus.stimpsoni","Heptacarpus.tenuissimus","Hermissenda.opalescens","hermit.crab","Heterophoxus.sp.","Hippolyte.californiensis","Hippolyte.clarki","Hippolyte.sp.","Hourstonius.vilordes","Ianiropsis.analoga","Idotea.aculeata","Idotea.ochotensis","Idotea.resecata","Idotea.sp.","Incisocalliope.derzhavini","Ischyroceridae","Ischyrocerus.anguipes","Ischyrocerus.sp.","Janiralata.occidentalis","Jassa.sp.","Joeropsis.dubia","Joeropsis.sp.","Juvenile.Sea.Star","juvenile.shrimp","Lacuna.marmorata","Lacuna.sp.","Lacuna.variegata","Lacuna.vincta","Lepidonotus.sp.","Leptochelia.sp.","Leptopecten.latiauratus","Leucothoe.sp.","limpet","Lirularia.sp.","Lirularia.succincta","Listriella.diffusa","Littorinidae","Lottia.pelta","Lottia.sp.","Lumbrinereidae","Maera.jerrica","Maera.sp.","Maldanid","Maldanidae","Marenzelleria.viridis","Mayerella.acanthopoda","Megamoera.dentata","Megamoera.sp.","Megamoera.subtener","Megasyllis.nipponica","Melita.nitida","Metaphoxus.frequens","Mitrella.aurantiaca","Monocorophium.acherusicum","Monocorophium.insidiosum","Monocorophium.sp.","Mysida","Mytilidae","Mytilus.sp.","Nasageneia.quinsana","Naticidae","Neanthes.biseriata","Nebalia.sp.","Nemertean","Nephtys.sp.","Nereid.A","Nereid.B","Nereididae","Nereiphylla.sp.","Nereis.procera","Nereis.sp.","Nudibranchia","Odontosyllis.phosphorea","Oedicerotidae","Oligochinus.lighti","Omalogyroidea","Opheliidae","Oxydromus.pugettensis","Pandalus.danae","Pandalus.stenolepis","Paracalliopiella.sp.","Paracerceis.cordata","Paracerceis.sculpta","Paracerceis.sp.","Paracorophium.sp.","Paradexamine.sp.","Paramicrodeutopus.schmitti","Paranaitis.polynoides","Paranthura.elegans","Paranthura.japonica","Paraonidae","Pentidotea.resecata","Pentidotea.schmitti","Pentidotea.sp.","Perotripus.brevis","Photis.brevipes","Photis.sp.","Phoxocephalidae","Phoxocephalidae.A","Phyllaplysia.taylori","Phyllodoce.sp.","Phyllodocidae","Phyllodocidae.B","Phyllodocidae.C","Pinnixa.sp.","Pinnotheridae","Platynereis.bicanaliculata","Pleocyemata","Podocerus.fulanus","Podocerus.sp.","Polycheria.osborni","Polycirrus.sp.","Polydora.sp.","Polynoid..unknown.","Polynoid.A","Polynoid.B","Polynoid.C","Polynoidae","Pontogeneia.rostrata","Pontogeneia.sp.","Prionospio.lighti","Prionospio.steenstrupi","Protohyale.frequens","Protohyale.sp.","Pseudopolydora.kempi","Pseudopolydora.paucibranchiata","Pugettia.gracilis","Pugettia.producta","Pugettia.richii","Pugettia.sp.","Pyramidellidae","Resupinus.sp.","Rhynchospio.glutaea","ribbed.Macoma","Rissoidae","Romaleon.antennarium","Schistomeringos.longicornis","Scolelepis.sp.","Scyphoproctus.oculatus","sea.urchin","Sphaerosyllis.bilineata","Syllidae","Syllis.sp.","Tectura.depicta","Tellinidae","Terebellidae","Tubificida","Unid.annelid..2","Unid.Annelid..2","Unid.annelid..8","Unid.caenogastropod","Unid.polychaete","Unidentified.isopod","unknown","unknown.amphipod","unknown.amphipod.B","unknown.bivalve","unknown.crab","unknown.gastropod","unknown.gastropod.C","unknown.limpet","unknown.polychaete.A","unknown.worm","unknown.worm.A","unknown.worms","Uromunna.ubiquita","Urothoe.sp.","Veneridae","Volvarina.taeniolata","worm","worm.A","worm.C","worm.E","worm.H","worm.I","worm.J","worm.L","worm.O","Zeuxo.normani","Zygonemertes","Zygonemertes.sp.","richness_sample_all","richness_sample_large","richness_site_all","richness_site_large","epifauna_abundance_total","epifauna_abundance_large","mollusca_abundance_all","mollusca_abundance_large","crustacea_abundance_all","crustacea_abundance_large","amphipod_abundance_all","amphipod_abundance_large","gastropod_abundance_all","gastropod_abundance_large","isopod_abundance_all","isopod_abundance_large","ampithoid_abundance_all","ampithoid_abundance_large","idoteid_abundance_all","idoteid_abundance_large","lacuna_abundance_all","lacuna_abundance_large","region","site","year","site.unique.no.year"
"SD.B.L4.2019","SD.B.L4.2019",79.956,0,79.956,1,0,0,9,0,0,0,0,0,0,0,2,0,0,388,0,0,33,0,0,0,0,281,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,194,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,30,0,0,56,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,35,0,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,33,92,80,1512,952,473,435,599,252,553,221,333,301,46,31,33,20,0,0,0,0,"SD","B","2019","SD.B"
"SD.B.L4.2020","SD.B.L4.2020",24.95,0,24.95,0,0,0,2,0,0,0,0,0,0,0,13,0,0,68,1,0,3,0,0,4,0,138,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,29,74,66,658,370,229,130,308,160,235,122,168,76,73,38,7,5,0,0,0,0,"SD","B","2020","SD.B"
"SD.B.L4.2021","SD.B.L4.2021",164.03,2.98,167.01,0,0,0,6,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,2,0,154,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,13,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,6,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,28,50,48,691,602,210,191,475,410,380,319,188,171,95,91,2,2,0,0,0,0,"SD","B","2021","SD.B"
"SD.B.L5.2019","SD.B.L5.2019",43.316,0,43.316,0,0,0,7,0,0,0,0,0,0,0,8,0,0,510,0,0,27,0,0,0,0,396,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,55,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,6,0,0,0,0,1,0,0,0,0,36,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,44,39,92,80,1749,1185,562,534,625,300,569,259,453,431,56,41,27,24,0,0,0,0,"SD","B","2019","SD.B"
"SD.B.L5.2020","SD.B.L5.2020",10.909,0,10.909,1,0,0,4,0,0,0,0,0,0,0,48,0,0,108,0,0,0,0,0,5,0,434,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,226,0,0,30,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0,0,14,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,37,33,74,66,1380,586,512,152,568,264,324,150,460,118,244,114,5,2,0,0,0,0,"SD","B","2020","SD.B"
"SD.B.L5.2021","SD.B.L5.2021",205.63,24.36,229.99,0,0,0,5,0,0,0,0,0,0,0,6,0,0,3,0,0,1,0,0,0,0,70,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,9,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,19,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,31,50,48,309,261,118,107,181,147,158,124,108,98,23,23,1,1,0,0,0,0,"SD","B","2021","SD.B"
"SD.B.L6.2019","SD.B.L6.2019",91.31,0,91.31,0,0,0,11,0,0,0,0,0,0,0,0,0,0,183,0,0,7,0,0,0,1,387,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,34,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,32,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,2,0,0,39,38,92,80,1030,846,485,455,266,190,244,175,441,414,20,15,8,8,0,0,0,0,"SD","B","2019","SD.B"
"SD.B.L6.2020","SD.B.L6.2020",25.985,0,25.985,0,0,0,7,0,0,0,0,0,0,0,22,0,0,101,0,0,0,0,0,0,0,708,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,15,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,32,74,66,1321,370,792,111,383,178,185,89,730,60,198,89,0,0,0,0,0,0,"SD","B","2020","SD.B"
"SD.B.L6.2021","SD.B.L6.2021",77.7,8.45,86.15,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,49,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,5,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,50,48,217,213,95,92,120,119,98,97,82,79,22,22,5,5,0,0,0,0,"SD","B","2021","SD.B"
"SD.B.U1.2019","SD.B.U1.2019",128.949,0,128.949,1,0,0,6,0,0,0,0,0,0,0,5,0,0,242,0,0,5,2,0,17,0,321,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,8,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,17,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,37,92,80,1188,833,520,453,397,222,361,197,360,298,36,25,24,24,0,0,0,0,"SD","B","2019","SD.B"
"SD.B.U1.2020","SD.B.U1.2020",61.278,0,61.278,0,0,0,5,0,0,0,0,0,0,0,2,0,0,159,0,0,0,0,0,5,0,371,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,1,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,37,32,74,66,1040,550,498,278,320,147,247,101,381,187,72,46,5,5,0,0,0,0,"SD","B","2020","SD.B"
"SD.B.U1.2021","SD.B.U1.2021",42.43,21.44,63.87,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,67,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,50,48,113,100,81,78,30,20,30,20,71,70,0,0,1,1,0,0,0,0,"SD","B","2021","SD.B"
"SD.B.U2.2019","SD.B.U2.2019",39.632,0,39.632,0,0,0,2,0,0,0,0,0,0,0,0,0,0,40,0,0,8,0,0,0,0,122,0,0,0,4,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,25,92,80,368,312,248,225,69,54,57,43,136,115,12,11,8,7,0,0,0,0,"SD","B","2019","SD.B"
"SD.B.U2.2020","SD.B.U2.2020",50.491,0,50.491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,1,0,140,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,25,22,74,66,465,367,176,130,113,82,64,42,146,100,49,40,1,1,0,0,0,0,"SD","B","2020","SD.B"
"SD.B.U2.2021","SD.B.U2.2021",33.84,4.72,38.56,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,50,48,76,69,56,55,20,14,18,12,56,55,2,2,0,0,0,0,0,0,"SD","B","2021","SD.B"
